Número da contratação;Código Classe/Grupo;Valor Total;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;IdxValor;ID;ID Futura Contratação;Valor PCA
41/2026;6850;38000;Aprovada;;Nitrogênio liquido;BENS;102122;45917;46037;120;CIP;239/2025;Médio;1;46083;Material;Especialidades químicas diversas;;;;;;38000;1;1;48;102122-41/2026;38000
44/2026;871;180000;Aprovada;;Manutenção de Ar condicionado;SERVICOS;102122;45932;46052;120;ATF - FINANCEIRO;179/2025;Médio;1;46065;Serviço;Serviços De Manutenção E Reparo De Produtos Fabricados De Metal,Maquinaria E Equipamentos;;;;;;180000;1;1;36;102122-44/2026;180000
45/2026;831;375000;Aprovada;;Projeto Reforma Biblioteca;OBRAS_SERV_ESP_ENGENHARIA;102122;46098;46218;120;BIBLIOTECA;56/2025;Alto;1;46095;Serviço;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;78;ESTUDOS E PROJETOS DE ARQUITETURA;;375000;1;1;35;102122-45/2026;375000
46/2026;7110;700;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAE - ESTOMATO. CIRU. RADIO. PATO;26/2025;Médio;3;46174;Material;Mobiliário para escritório;;;;;;700;1;1;;;
46/2026;7110;2000;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;ATAC - ACADEMICA;90/2025;Médio;1;46053;Material;Mobiliário para escritório;17955;Mesa;;;;2000;1;1;;;
46/2026;7110;4000;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;ATAC - ACADEMICA;90/2025;Médio;2;46053;Material;MOBILIÁRIO PARA ESCRITÓRIO;;;;;;4000;1;1;;;
46/2026;7110;800;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;ATAC - ACADEMICA;90/2025;Médio;3;46053;Material;Mobiliário para escritório;;;;;;800;1;1;;;
46/2026;7110;3000;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;ATAC - ACADEMICA;141/2025;Alto;1;46053;Material;MOBILIÁRIO PARA ESCRITÓRIO;;;;;;3000;1;1;;;
46/2026;7110;6500;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAD - DENT. ENDO. MAT ODONT.;163/2025;Alto;1;46114;Material;MOBILIÁRIO PARA ESCRITÓRIO;;;;;;6500;1;1;;;
46/2026;7110;1500;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;MICROBIOLOGIA-IMUNOLOGIA;233/2025;Médio;1;46083;Material;MOBILIÁRIO PARA ESCRITÓRIO;;;;;;1500;1;1;;;
46/2026;6530;8000;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAB - CIENCIAS BIOLÓGICAS;237/2025;Médio;1;46183;Material;Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares;331;Cadeira;626462;acabamento superficial: polido, características adicionais: estrutura em aço base giratória com 4 a 5 pés, material: aço inoxidável, tipo: para laboratório;UN;800;10;1;;;
46/2026;7110;5000;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;ATA - ADMINISTRACAO;306/2025;Médio;1;46082;Material;Mobiliário para escritório;;;;;;5000;1;1;;;
46/2026;7110;2300;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAO - ODONTOP. ORTO. S COLETIVA;320/2025;Médio;1;46203;Material;Mobiliário para escritório;10981;Poltrona escritório;;;;2300;1;1;;;
46/2026;7110;3;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAO - ODONTOP. ORTO. S COLETIVA;320/2025;Médio;2;46203;Material;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;;;;3;1;1;;;
46/2026;7110;4500;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;BAO - ODONTOP. ORTO. S COLETIVA;320/2025;Médio;3;46203;Material;MOBILIÁRIO PARA ESCRITÓRIO;9611;MESA;;;;4500;1;1;;;
46/2026;5963;600;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;OBRAS;328/2025;Alto;2;46037;Material;Módulos Eletrônicos;17955;Mesa;624334;aplicação: notebook, material: mdf, tratamento superficial: plástico;UN;600;1;1;;;
46/2026;7110;600;Devolvida;;Mobiliário corporativo;BENS;102122;46237;46357;120;OBRAS;328/2025;Alto;3;46037;Material;Mobiliário Para Escritório;313;Cadeira Escritório;625040;apoio braço: com braços reguláveis, características adicionais: encosto de cabeça e suporte lombar, cor: preta, dimensões assento: 450 x 490, dimensões encosto: 450 x 560, material assento: compensado/espuma injetada, material encosto: polipropileno telado, material estrutura: resina termoplástica injetada, material revestimento assento e encosto: couro ecológico/tecido sintético, quantidade pés: 5, tipo base: giratória com 5 rodízios duplos, tipo encosto: espaldar alto c/ apoio de cabeça;UN;600;1;1;;;
50/2026;7540;15000;Aprovada;;capa de prontuário personalizado;BENS;102122;46240;46360;120;CLINICA DE FONOAUDIOLOGIA;38/2025;Médio;1;46112;Material;Formulários padronizados;8305;Impresso padronizado;;;;15000;1;1;14;102122-50/2026;15000
51/2026;859;25200;Aprovada;;Testes psicológicos e pedagógicos;BENS;102122;46084;46204;120;BAF - FONOAUDIOLOGIA;31/2025;Alto;1;46023;Serviço;OUTROS SERVIÇOS DE SUPORTE;;;18384;TESTES E AVALIAÇÕES DE PROEFICIÊNCIA E CAPACIDADE PSICO/EDUCACIONAIS;;900;28;1;12;102122-51/2026;25200
51/2026;7690;34288;Aprovada;;Testes psicológicos e pedagógicos;BENS;102122;46084;46204;120;CLINICA DE FONOAUDIOLOGIA;97/2025;Alto;1;46081;Material;IMPRESSOS DIVERSOS;12698;TESTES PSICOLÓGICOS;;;;34288;1;1;13;102122-51/2026;34288
51/2026;7820;6193;Aprovada;;Testes psicológicos e pedagógicos;BENS;102122;46084;46204;120;CLINICA DE FONOAUDIOLOGIA;99/2025;Médio;1;46101;Material;Jogos, Brinquedos E Artigos Correlatos Com Rodas;8533;Jogo / Brinquedo Pedagógico;;;;6193;1;1;11;102122-51/2026;6193
51/2026;7610;1151;Aprovada;;Testes psicológicos e pedagógicos;BENS;102122;46084;46204;120;CLINICA DE FONOAUDIOLOGIA;97/2025;Alto;2;46081;Material;Livros e folhetos;9496;Material pedagógico;;;;1151;1;1;10;102122-51/2026;1151
47/2026;7195;6000;Aprovada;;Móveis planejados;SERVICOS;102122;46105;46224;119;CPC;230/2025;Médio;1;46260;Material;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;;6000;1;1;278;102122-47/2026;6000
47/2026;951;50000;Aprovada;;Móveis planejados;SERVICOS;102122;46105;46224;119;ALMOXARIFADO;359/2025;Médio;1;46204;Serviço;Serviços Fornecidos Por Organizações Comercial,De Empregadore De Profissionais;;;13200;Confecção de Móvel de Madeira com / sem Revestimento de Fór-Mica;;50000;1;1;277;102122-47/2026;50000
48/2026;7195;30000;Aprovada;;Plataforma Acessibilidade;BENS;102122;46113;46233;120;BAF - FONOAUDIOLOGIA;348/2025;Alto;1;46023;Material;Mobiliários diversos e acessórios;10898;Plataforma - aerea trabalho;;;;30000;1;1;20;102122-48/2026;30000
49/2026;6350;1800;Aprovada;;Sistema de monitoramento e segurança;BENS;102122;45960;46080;120;BAO - ODONTOP. ORTO. S COLETIVA;83/2025;Médio;1;46142;Material;Sistemas diversos de sinalização, alarme e detecção para  segurança;;;;;;1800;1;1;17;102122-49/2026;1800
49/2026;5963;2250;Aprovada;;Sistema de monitoramento e segurança;BENS;102122;45960;46080;120;BAO - ODONTOP. ORTO. S COLETIVA;114/2025;Médio;1;46142;Material;Módulos eletrônicos;14501;Controlador Acesso;443453;tipo: display tipo touch-screen, padrão: stand-alone, tipo conexão: rede local, características adicionais: identificaçao através de biometria/smart card, aplicação: monitoramento e controle de portas de acesso, tipo uso: fechadura do tipo eletroima ou eletromagnética;UN;750;3;1;16;102122-49/2026;2250
49/2026;6350;3300;Aprovada;;Sistema de monitoramento e segurança;BENS;102122;45960;46080;120;BAD - DENT. ENDO. MAT ODONT.;184/2025;Alto;1;46114;Material;Sistemas Diversos De Sinalização, Alarme E Detecção Para  Segurança;18318;Fechadura Biometrica;;;;3300;1;1;18;102122-49/2026;3300
49/2026;5836;1500;Aprovada;;Sistema de monitoramento e segurança;BENS;102122;45960;46080;120;BAD - DENT. ENDO. MAT ODONT.;270/2025;Alto;1;46126;Material;Equipamentos para gravação e reprodução de vídeo;;;;;;1500;1;1;15;102122-49/2026;1500
49/2026;6350;5000;Aprovada;;Sistema de monitoramento e segurança;BENS;102122;45960;46080;120;CIP;318/2025;Baixo;1;46083;Material;Sistemas diversos de sinalização, alarme e detecção para  segurança;14501;Controlador Acesso;443453;tipo: display tipo touch-screen, padrão: stand-alone, tipo conexão: rede local, características adicionais: identificaçao através de biometria/smart card, aplicação: monitoramento e controle de portas de acesso, tipo uso: fechadura do tipo eletroima ou eletromagnética;UN;5000;1;1;19;102122-49/2026;5000
54/2026;546;25000;Aprovada;;Manutenção de elevadores;SERVICOS;102122;46216;46336;120;ATA - ADMINISTRACAO;135/2025;Alto;1;46329;Serviço;SERVIÇOS DE INSTALAÇÃO;;;3557;INSTALAÇÃO / MANUTENÇÃO - ELEVADORES, ESCADAS ROLANTES, MON-TA - CARGAS / PLATAFORMA / ESCADAS;;25000;1;1;8;102122-54/2026;25000
52/2026;8145;15000;Aprovada;;Container Rondônia;BENS;102122;46113;46233;120;PROJETO RONDONIA;349/2025;Médio;1;46054;Material;Recipientes especializados para transporte e armazenagem;;;;;;15000;1;1;9;102122-52/2026;15000
55/2026;547;3960;Aprovada;;Serviços manutenção clínica de Fono;SERVICOS;102122;45953;46073;120;CLINICA DE FONOAUDIOLOGIA;80/2025;Alto;1;46073;Serviço;Serviço de acabamento e finalização dos edifícios;;;5312;Instalação / manutenção / remoção - piso em geral (exceto madeirados);;110;36;1;6;102122-55/2026;3960
55/2026;873;21640;Aprovada;;Serviços manutenção clínica de Fono;SERVICOS;102122;45953;46073;120;CLINICA DE FONOAUDIOLOGIA;81/2025;Alto;1;46073;Serviço;Serviços de instalação(à exceção da construção);;;13137;Confecção / instalação - vidro / espelho / moldura;;5410;4;1;7;102122-55/2026;21640
56/2026;853;22000;Aprovada;;Limpeza de Caixa de água;SERVICOS;102122;45971;46091;120;ATA - ADMINISTRACAO;112/2025;Médio;1;46059;Serviço;Serviços de limpeza;;;;;;22000;1;1;5;102122-56/2026;22000
53/2026;8520;18000;Aprovada;;ARP Zeladoria;BENS;102122;46146;46265;119;ATA - ADMINISTRACAO;167/2025;Médio;2;46101;Material;Sabonetes, artigos para barbear e dentifrícios;;;;;;18000;1;1;231;102122-53/2026;18000
57/2026;872;21000;Aprovada;;Calibração de equipamentos Fono;SERVICOS;102122;45971;46091;120;CLINICA DE FONOAUDIOLOGIA;183/2025;Médio;1;46093;Serviço;Serviços de reparo de outros bens;;;;;;21000;1;1;4;102122-57/2026;21000
58/2026;881;36000;Aprovada;;Confecção de moldes AASI;SERVICOS;102122;46007;46127;120;CLINICA DE FONOAUDIOLOGIA;87/2025;Médio;1;46055;Serviço;Serviços de manufatura em insumos físicos que sao propriedade de outros(exceto maquinaria e equipamento);;;19992;Confecção órtese auditiva;;40;900;1;2;102122-58/2026;36000
58/2026;881;38500;Aprovada;;Confecção de moldes AASI;SERVICOS;102122;46007;46127;120;CLINICA DE FONOAUDIOLOGIA;87/2025;Médio;2;46055;Serviço;Serviços de manufatura em insumos físicos que sao propriedade de outros(exceto maquinaria e equipamento);;;19992;Confecção órtese auditiva;;35;1100;1;3;102122-58/2026;38500
59/2026;942;26000;Aprovada;;Coleta de resíduos médico hospitalares;SERVICOS;102122;45993;46113;120;ATA - ADMINISTRACAO;155/2025;Alto;1;46132;Serviço;Serviços De Eliminação De Rejeitos;;;19380;Coleta / Tratamento Lixo - Hospitalar;;2,6;10000;1;1;102122-59/2026;26000
1/2026;545;23000;Aprovada;;Serviços manutenção de cobertura;SERVICOS;102122;46083;46203;120;OBRAS;220/2025;Alto;1;46082;Serviço;Tipos especiais de serviços de construção;;;19224;Construção / manutenção / reforma - telhado;;23000;1;1;134;102122-1/2026;23000
1/2026;545;45000;Aprovada;;Serviços manutenção de cobertura;SERVICOS;102122;46083;46203;120;BIBLIOTECA;262/2025;Alto;1;46080;Serviço;Tipos especiais de serviços de construção;;;19224;Construção / manutenção / reforma - telhado;;45000;1;1;135;102122-1/2026;45000
5/2026;4120;80000;Aprovada;;Ar Condicionado ;BENS;102122;45989;46111;122;ATF - FINANCEIRO;205/2025;Médio;1;46218;Material;Equipamento de ar condicionado;;;;;;80000;1;1;129;102122-5/2026;80000
5/2026;4120;122000;Aprovada;;Ar Condicionado ;BENS;102122;45989;46111;122;ATF - FINANCEIRO;227/2025;Médio;1;46218;Material;Equipamento de ar condicionado;;;;;;122000;1;1;130;102122-5/2026;122000
5/2026;4120;35000;Aprovada;;Ar Condicionado ;BENS;102122;45989;46111;122;ATAC - ACADEMICA;245/2025;Alto;1;46122;Material;EQUIPAMENTO DE AR CONDICIONADO;;;;;;35000;1;1;131;102122-5/2026;35000
5/2026;4120;62800;Aprovada;;Ar Condicionado ;BENS;102122;45989;46111;122;CLINICAS ODONTO;290/2025;Alto;1;46233;Material;Equipamento de ar condicionado;;;;;;62800;1;1;132;102122-5/2026;62800
6/2026;4210;10000;Aprovada;Fase Externa;Recarga de extintor e teste de estanqueidade;SERVICOS;102122;45989;46072;83;ATA - ADMINISTRACAO;251/2025;Alto;1;46086;Material;Equipamentos para combate a incêndio;;;;;;10000;1;1;127;102122-6/2026;10000
6/2026;835;5600;Aprovada;Fase Externa;Recarga de extintor e teste de estanqueidade;SERVICOS;102122;45989;46072;83;ATA - ADMINISTRACAO;253/2025;Alto;1;46183;Serviço;Serviços científicos e outros serviços técnicos;;;16276;Execução de teste de estanqueidade;;80;70;1;128;102122-6/2026;5600
7/2026;833;35000;Aprovada;Fase Externa;Renovação AVCB;SERVICOS;102122;46048;46057;9;ATA - ADMINISTRACAO;313/2025;Alto;1;46069;Serviço;Serviços de engenharia;;;;;;35000;1;1;126;102122-7/2026;35000
9/2026;8710;7500;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;Biotério;131/2025;Alto;1;46142;Material;Forragens e alimentos;;;;;;7500;1;1;204;102122-9/2026;7500
9/2026;9999;10790;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;Biotério;137/2025;Alto;1;46142;Material;ITENS DIVERSOS;6695;CONJUNTO FILTRAGEM;;;;10790;1;1;207;102122-9/2026;10790
9/2026;4460;25000;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;ATA - ADMINISTRACAO;194/2025;Médio;1;46063;Material;Equipamentos para purificação de ar;;;;;;25000;1;1;216;102122-9/2026;25000
9/2026;873;7065,2;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;Biotério;243/2025;Alto;1;46142;Serviço;Serviços de instalação(à exceção da construção);;;20141;Instalação / montagem / manutenção - estante ventilada / isolador animal / canil;;3532,6;2;1;215;102122-9/2026;7065,2
9/2026;6640;1750;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;238/2025;Alto;1;46157;Material;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;12139;SISTEMA FILTRAÇÃO;605791;ADICIONAL: REFIL, CAPACIDADE: 1000, COMPONENTES ADICIONAIS: COM FILTRO 0,22 ?M (PES), COMPOSIÇÃO: COM FUNIL, ESTERILIDADE: ESTÉRIL, MATERIAL: EM PLÁSTICO, TIPO: À VÁCUO;UN;1750;1;1;201;102122-9/2026;1750
9/2026;6240;180;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;238/2025;Alto;2;46157;Material;Lâmpadas Elétricas;8658;Lâmpada Fluorescente;454050;características adicionais: com filtro ultravioleta, comprimento máximo: 600, potência nominal: 18, tensão nominal: 127/220, tipo: germicida, tipo base: g13, tipo bulbo: t8;UN;180;1;1;199;102122-9/2026;180
9/2026;4460;5500;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;238/2025;Alto;3;46157;Material;Equipamentos Para Purificação De Ar;13506;Unidade Descontaminação Ar;470870;aplicação: descontaminação ambiental doméstica/comercial, características adicionais: baixo nível ruído/fácil instalação, forma filtragem: pré-filtro bactericida / filtro hepa, tipo: compacta e portátil, tipo sistema: filtragem;UN;5500;1;1;217;102122-9/2026;5500
9/2026;6240;2800;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;1;46091;Material;Lâmpadas Elétricas;8670;Lâmpada Ultravioleta;455354;formato: tubular, potência nominal: 15, tensão alimentação: 54, tipo: tuv, tipo base: g13, tipo bulbo: t8;UN;2800;1;1;200;102122-9/2026;2800
9/2026;9999;2800;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;2;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;627872;aplicação: lampada uv, referência: 3at43984-0500 - gehaka, tipo: soquete;UN;2800;1;1;203;102122-9/2026;2800
9/2026;9999;610;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;3;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;626216;aplicação: purificador de água acquabios ab 200, características adicionais: tripla filtragem, blindado, referência 1: mpgp 002a1, tipo 1: refil purificador;UN;610;1;1;202;102122-9/2026;610
9/2026;9999;180;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;4;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;625121;altura: 205, aplicação: purificador água hoken modelo hk 601 e hk 1000, componentes: carvão ativado, tipo: filtro refil;UN;180;1;1;212;102122-9/2026;180
9/2026;9999;130;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;5;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;625120;altura: 220, aplicação: purificador água ibbl modelo bdf 300, componentes: fibra de polipropileno, tipo: filtro refil;UN;130;1;1;206;102122-9/2026;130
9/2026;9999;120;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;6;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;625161;"altura: 5, aplicação: ponto de entrada (poe), características adicionais: conexões: 3/4 (rosca metálica), tipo 1: carcaça de filtro em polipropileno""";UN;120;1;1;205;102122-9/2026;120
9/2026;9999;3500;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;7;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;618426;aplicação: purificador millipore, referência: cdrc60202, tipo: cartucho deionização;UN;3500;1;1;209;102122-9/2026;3500
9/2026;9999;1505;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;8;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;618273;aplicação: purificador de água colormaq premium, capacidade deionização: 48, características adicionais: vida útil: 3.000 litros, componentes: carvão ativado, tipo: filtro refil;UN;1505;1;1;208;102122-9/2026;1505
9/2026;9999;1661;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;9;46091;Material;Itens diversos;3488;Peças E Acessórios Purificador Água;618503;aplicação: filtro elix 35, características adicionais: com retentor de co2, referência 1: tankvnt02, marca millipore, tipo 1: filtro para respiro de tanque de água;UN;1661;1;1;211;102122-9/2026;1661
9/2026;872;1800;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;278/2025;Alto;1;46091;Serviço;Serviços De Reparo De Outros Bens;;;14460;Aferição e/ou Calibração de Sensores;;1800;1;1;213;102122-9/2026;1800
9/2026;872;4200;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;BAB - CIENCIAS BIOLÓGICAS;238/2025;Alto;1;46157;Serviço;SERVIÇOS DE REPARO DE OUTROS BENS;;;14427;AFERIÇÃO, CALIBRAÇÃO E MEDIÇÃO DE MÁQUINAS / INSTRUMENTOS  /SENSORES / PADRÕES / EQUIPAMENTOS;;2100;2;1;214;102122-9/2026;4200
9/2026;9150;5000;Aprovada;;Filtros Diversos;BENS;102122;46051;46171;120;CIP;247/2025;Baixo;1;46083;Material;Óleos e graxas para corte, lubrificação e sistemas  hidráulicos;;;;;;5000;1;1;210;102122-9/2026;5000
10/2026;4720;6196;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;Biotério;136/2025;Alto;1;46142;Material;MANGUEIRAS E TUBULAÇÕES FLEXÍVEIS;13821;MANGUEIRA;;;;6196;1;1;189;102122-10/2026;6196
10/2026;4730;20000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;187/2025;Baixo;1;46111;Material;Acessórios e ferragens especiais para  mangueiras, canos  e tubos;;;;;;20000;1;1;190;102122-10/2026;20000
10/2026;4710;30000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;187/2025;Baixo;2;46111;Material;Canos e tubos;;;;;;30000;1;1;191;102122-10/2026;30000
10/2026;5330;20000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;187/2025;Baixo;3;46111;Material;Gaxetas e outros materiais para vedação;;;;;;20000;1;1;192;102122-10/2026;20000
10/2026;4710;15000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;206/2025;Baixo;1;46101;Material;Canos E Tubos;14495;Tubo Metalon;;;;15000;1;1;193;102122-10/2026;15000
10/2026;5345;6000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;206/2025;Baixo;2;46101;Material;Discos e pedras abrasivos;;;;;;6000;1;1;194;102122-10/2026;6000
10/2026;4510;8000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;206/2025;Baixo;3;46101;Material;Dispositivos e acessórios para instalações hidráulicas;;;;;;8000;1;1;195;102122-10/2026;8000
10/2026;5350;1500;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;212/2025;Baixo;3;46111;Material;Materiais Abrasivos;;;;;;1500;1;1;196;102122-10/2026;1500
10/2026;5120;6000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;217/2025;Baixo;1;46114;Material;Ferramentas manuais sem corte, não acionadas  por  força  motriz;;;;;;6000;1;1;197;102122-10/2026;6000
10/2026;5130;8000;Aprovada;;Ferramentas e  itens de manutenção;BENS;102122;46113;46233;120;ATA - ADMINISTRACAO;217/2025;Baixo;2;46114;Material;Ferramentas Manuais Acionadas Por Força Motriz;;;;;;8000;1;1;198;102122-10/2026;8000
13/2026;8010;15000;Aprovada;;Material de Pintura;BENS;102122;45974;46094;120;ATA - ADMINISTRACAO;212/2025;Baixo;1;46111;Material;Tintas, vernizes e produtos correlatos;;;;;;15000;1;1;120;102122-13/2026;15000
13/2026;8020;1500;Aprovada;;Material de Pintura;BENS;102122;45974;46094;120;ATA - ADMINISTRACAO;212/2025;Baixo;2;46111;Material;Pincel para artistas e pintores;;;;;;1500;1;1;121;102122-13/2026;1500
14/2026;8405;24000;Aprovada;;Vestuário;BENS;102122;46190;46310;120;ATAC - ACADEMICA;102/2025;Médio;1;46173;Material;Vestuário externo masculino;;;;;;24000;1;1;397;102122-14/2026;24000
14/2026;6640;25000;Aprovada;;Vestuário;BENS;102122;46190;46310;120;ATA - ADMINISTRACAO;235/2025;Alto;1;46063;Material;Equipamentos e artigos de laboratório;;;;;;25000;1;1;398;102122-14/2026;25000
14/2026;8415;6000;Aprovada;;Vestuário;BENS;102122;46190;46310;120;ATA - ADMINISTRACAO;244/2025;Médio;1;46083;Material;Vestuário para fins especiais;;;;;;6000;1;1;396;102122-14/2026;6000
15/2026;5133;2800;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;BAO - ODONTOP. ORTO. S COLETIVA;85/2025;Médio;4;46111;Material;Brocas, Alargadores, Escariadores, Manuais E Para Uso Em  Máquinas;3879;Broca;;;;2800;1;1;179;102122-15/2026;2800
15/2026;881;1400;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;BAO - ODONTOP. ORTO. S COLETIVA;85/2025;Médio;1;46111;Serviço;Serviços de manufatura em insumos físicos que sao propriedade de outros(exceto maquinaria e equipamento);;;18880;Confecção artefato em resina;;280;5;1;177;102122-15/2026;1400
15/2026;881;1400;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;BAO - ODONTOP. ORTO. S COLETIVA;85/2025;Médio;2;46111;Serviço;Serviços de manufatura em insumos físicos que sao propriedade de outros(exceto maquinaria e equipamento);;;18880;Confecção artefato em resina;;280;5;2;178;102122-15/2026;1400
15/2026;6520;2000;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;305/2025;Médio;1;46125;Material;Instrumentos, Equipamentos E Suprimentos Dentários;3888;Broca Baixa Rotação;;;;2000;1;1;176;102122-15/2026;2000
15/2026;5350;3500;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;305/2025;Médio;2;46125;Material;Materiais Abrasivos;585;Lixa;;;;3500;1;1;180;102122-15/2026;3500
15/2026;6515;2100;Aprovada;;Materiais de Laboratório Orto e Fono;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;305/2025;Médio;3;46125;Material;Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos;;;;;;2100;1;1;175;102122-15/2026;2100
17/2026;6515;300000;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;ALMOXARIFADO;174/2025;Médio;2;46235;Material;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;;300000;1;1;294;102122-17/2026;300000
17/2026;6515;315;Aprovada;;Material médico hospitalar almox;BENS;102122;46118;46237;119;BAB - CIENCIAS BIOLÓGICAS;196/2025;Alto;1;46055;Material;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;17428;SERINGA;439688;"ADICIONAL: GRADUADA, NUMERADA, APRESENTAÇÃO: EMBALAGEM INDIVIDUAL, CAPACIDADE: 5, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: POLIPROPILENO, TIPO AGULHA: C/ AGULHA 22 G X 1, TIPO BICO: BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO: ÊMBOLO DE BORRACHA""";UN;0,45;700;1;167;102122-17/2026;315
